rank,sample_index,bleu1_score,string_similarity,target_text,predicted_text
722,514,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","HeHe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
723,543,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came Borniled, the"
724,572,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
725,631,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
726,685,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","HeHe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
727,715,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
728,744,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
729,774,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","HeHe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
730,804,0.2777,0.0177,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, "" Then Lawopot Came borniled, the"
731,601,0.2777,0.0176,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","TheThe theouac's time in the University, heroughs was hisouac were to a with the law, their to pay the murder, he led led the basis of the case that, pair wrote on, the, The Then Lawopot Came borniled, the"
732,1062,0.2773,0.6058,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the European Party.roud thet.ologie."
733,816,0.2773,0.6019,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party..d thet.ologie."
734,844,0.2773,0.6019,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party..d thet.ologie."
735,900,0.2773,0.6019,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party..d thet.ologie."
736,1166,0.2773,0.6019,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party..d thet.ologie."
737,1006,0.2773,0.5962,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party.roud thet.ologie."
738,1034,0.2773,0.5962,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party.roud thet.ologie."
739,1222,0.2773,0.5962,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party.roud thet.ologie."
740,1249,0.2773,0.5962,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of State Environment by Energy in 1989 he the American Party.roud thet.ologie."
741,1090,0.2758,0.6311,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","InIn the, was elected a of Health Environment by Energy in 1989 he the European Party.roud.t.ologie."
742,872,0.2758,0.6124,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","InIn the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
743,979,0.2758,0.6124,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","InIn the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
744,1110,0.2758,0.6124,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","InIn the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
745,1138,0.2758,0.6124,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","InIn the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
746,928,0.2758,0.5837,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
747,954,0.2758,0.5837,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
748,1276,0.2758,0.5837,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","HeHe the, was elected a of Education Environment by Energy in 1989 he the European Party.roud.t.ologie."
749,957,0.2745,0.5051,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","HeHe was his political career career in the, he was theistausto Oil, his Oil Laden. a oil company gas company company. founded with his own savings fund.. his from his sources."
750,1037,0.2745,0.5051,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","HeHe was his political career career in the, he was theistausto Oil. his Oil Laden. a oil company gas company company. founded with his own savings fund.. his from his sources."
751,1141,0.2745,0.5051,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","HeHe was his political career career in the, he was theistausto Oil. his Oil Laden. a oil company gas company company. founded with his own savings fund.. his from his sources."
752,931,0.2745,0.5039,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",InIn was his career career career in the. he was theistausto Oil. his Oil Laden. a oil company gas company company. founded with his own savings fund.. his from the sources.
753,875,0.2745,0.4936,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",HeHe was his career career career in the. he was theistausto Oil. his Oil Laden. a oil company gas company company. founded with his own savings fund.. his from his sources.
754,1113,0.2745,0.4936,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",HeHe was his career career career in the. he was theistausto Oil. his Oil Laden. a oil company gas company company. founded with his own savings fund.. his from his sources.
755,126,0.2729,0.561,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,InIn's't a it. Christmas is bad bad movie. it it it were that bad. movie.
756,88,0.2729,0.525,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,"HeHe's't a it. Annie is bad bad movie, it it it were that bad. movie."
757,203,0.2729,0.525,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,"HeHe's't a it. Annie is bad bad movie, it it it were that bad. movie."
758,386,0.2729,0.525,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,"HeHe's't a it. Annie is bad bad movie, it it it were that bad. movie."
759,13,0.2727,0.5,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","TheThes from a caution of it romantic, and comedy tale, and a romantic, it is something quite funny about this story picture."
760,53,0.2727,0.5,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","TheThes from a caution of it romantic, and comedy tale, and a thriller, it is something quite funny about this story picture."
761,429,0.2727,0.4959,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","InIns from a caution of it romantic, and comedy tale, and a thriller, it is something quite funny about this story picture."
762,830,0.2727,0.4247,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","HeHe was-founded the American American school in the United of Texas, the Charter Charter School in which public K-8 school school in"
763,914,0.2727,0.4247,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","HeHe was-founded the American American school in the United of Texas, the Charter Charter School in which public K-8 school school in"
764,1020,0.2727,0.4247,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","HeHe was-founded the American American school in the United of Texas, the Charter Charter School in which public K-8 school school in"
765,1180,0.2727,0.4247,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","HeHe was-founded the American American school in the United of Texas, the Charter Charter School in which public K-8 school school in"
766,467,0.2726,0.5514,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","TheThe F "" (January April 4, 18) New, Massachusetts) is an former United-timeport star carrier of the Cross College, played a of the first black to to the University Celtics to the."
767,698,0.2726,0.5435,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","InIn F "" (January April 4, 18) New, Massachusetts) is an former United-timeport star carrier of the Cross College, played a of the first black to to the University Celtics to the."
768,526,0.2715,0.5863,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","TheThe F "" (January April 4, 1934) New, Massachusetts) is an former United-timeport starman of the Cross College, played a of the first black to to the University Celtics. the."
769,641,0.2715,0.5863,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","TheThe F "" (January April 4, 1934) New, Massachusetts) is an former United-timeport starman of the Cross College, played a of the first black to to the University Celtics. the."
770,862,0.2692,0.6273,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers married along and andler, and W few partner, George F. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
771,969,0.2692,0.6273,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers married along and andler, and W few partner, George F. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
772,1128,0.2692,0.6273,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers married along and andler, and W few partner, George F. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
773,1212,0.2692,0.6273,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, United menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
774,1240,0.2692,0.6273,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers married along and andler, and W few partner, George F. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
775,1266,0.2692,0.6273,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers founded along and andler, and W few partner, George F. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
776,890,0.2692,0.6211,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
777,996,0.2692,0.6211,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
778,1024,0.2692,0.6211,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
779,1052,0.2692,0.6211,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
780,1100,0.2692,0.6211,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
781,834,0.2692,0.6173,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","TheThe the, United menkefellers founded along and andler, and W few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
782,806,0.2692,0.6135,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","TheThe the, United menkefellers founded along and andler, and the few partner, George H. Wuxness, founded the American Oil Company. which the W. Rockefeller as its."
783,918,0.2692,0.6068,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","InIn the, family menkefellers married along and andler, and W young partner, William F. Wuxer, founded the American Oil Company. which the W. Rockefeller as its."
784,1080,0.2692,0.6068,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","InIn the, family menkefellers married along and andler, and W young partner, William F. Wuxer, founded the American Oil Company. which the W. Rockefeller as its."
785,946,0.2692,0.5981,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","HeHe the, family menkefellers married along and andler, and W few partner, William F. Wuxer, founded the American Oil Company. which the W. Rockefeller as its."
786,464,0.2692,0.469,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","HeHe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
787,552,0.2692,0.4658,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","TheThe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
788,581,0.2692,0.4658,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","TheThe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
789,611,0.2692,0.4658,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","TheThe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
790,640,0.2692,0.4658,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","TheThe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
791,724,0.2692,0.4658,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","TheThe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
792,784,0.2692,0.4658,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","TheThe was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
793,494,0.2692,0.4552,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","InIn was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
794,665,0.2692,0.4552,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","InIn was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
795,695,0.2692,0.4552,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","InIn was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
796,754,0.2692,0.4552,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","InIn was a son of a ministersmith and Henry and who., and his Bushberry Bush grandson educated in Newob, Connecticut County., Virginia York. April 23, 1876."
797,823,0.269,0.5316,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop pop music. and in."
798,1256,0.269,0.5316,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop pop music. and in."
799,907,0.269,0.528,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","InIn the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop classical music. and in."
800,1283,0.269,0.5256,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the Army to thero-Cuban Renaissance, which the American African music to the prominence. the and pop pop music. and in."
801,935,0.269,0.5155,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop classical music. and in."
802,986,0.269,0.5155,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop classical music. and in."
803,1013,0.269,0.5155,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop classical music. and in."
804,1069,0.269,0.5155,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","HeHe the earlys, he was the American to thero-Cuban Renaissance, which the American African music to the prominence. the and pop classical music. and in."
805,1185,0.2671,0.4963,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"TheThe the few-day stay, was sentenced from a sextic and the92 and banished a, to the inidneck Island, the is became the Island."
806,704,0.2669,0.5185,He lost his reelection bid in 1948 to Hubert H. Humphrey.,HeHe was his first bid in the. Democratbert Henryux
807,532,0.2669,0.5143,He lost his reelection bid in 1948 to Hubert H. Humphrey.,HeHe was his first bid in the. Democratbert deux
808,561,0.2669,0.5143,He lost his reelection bid in 1948 to Hubert H. Humphrey.,HeHe was his first bid in the. Democratbert deux
809,503,0.2669,0.4954,He lost his reelection bid in 1948 to Hubert H. Humphrey.,HeHe was his father bid in the. Democratbert Henryux
810,763,0.2669,0.4902,He lost his reelection bid in 1948 to Hubert H. Humphrey.,InIn was his father bid in the. Johnbert deux
811,470,0.2667,0.4872,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","HeHe Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
812,500,0.2667,0.4872,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","HeHe Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
813,558,0.2667,0.4872,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","HeHe Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
814,587,0.2667,0.4872,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","HeHe Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
815,671,0.2667,0.4872,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","HeHe Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
816,730,0.2667,0.4872,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","HeHe Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
817,790,0.2667,0.4615,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.","InIn Henry. W (January 23, 18 - January 23, 1968) was an American actor and"
818,331,0.2667,0.4046,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.","InIn of the show show "" remember familiar. however the should will be thrilled confused."
819,410,0.2667,0.4046,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.","InIn of the show show "" remember familiar. however the should will be thrilled confused."
820,813,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
821,869,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","InIn the the military, good acting career, he returned playsoses music. his of."
822,925,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
823,951,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
824,976,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
825,1003,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
826,1059,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
827,1087,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","InIn the the military, good acting career, he returned playsoses music. his of."
828,1107,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
829,1135,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
830,1273,0.2638,0.5091,"Despite leaving the band for an acting career, he still composes music for some films.","HeHe the the military, good acting career, he returned playsoses music. his of."
831,752,0.2615,0.4865,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in","InIn Anneley ( ( ( (aghan (ume ( born in Newgate, Massachusetts, England, on of the children of the andels, a English, themong, thebury, and, and his wife,,, Baoser, a was both in London"
832,638,0.2615,0.4841,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in","TheThe Anneley ( ( ( (aghan (ume ( born in Newgate, Massachusetts, England, on of the children of the andels, a English, themong, thebury, and, and his wife,,, Baoser, a was both in London"
833,550,0.2615,0.4806,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in","TheThe Anneley ( ( ( (aghan (ume ( born in Newgate, Massachusetts, England, on of the children of the Josephels, a English, themong, thebury, and, and his wife,,, Baoser, a was both in London"
834,609,0.2615,0.4806,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in","TheThe Anneley ( ( ( (aghan (ume ( born in Newgate, Massachusetts, England, on of the children of the Josephels, a English, themong, thebury, and, and his wife,,, Baoser, a was both in London"
835,722,0.2615,0.4806,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in","TheThe Anneley ( ( ( (aghan (ume ( born in Newgate, Massachusetts, England, on of the children of the Josephels, a English, themong, thebury, and, and his wife,,, Baoser, a was both in London"
836,169,0.2609,0.3651,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.","TheThe to to the, the of rest and in still in a minutes or a most of a a endlessageragger, of time time"
837,209,0.2609,0.3651,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.","TheThe to to the, the of rest and in still in a minutes or a most of a a endlessageragger, of time time"
838,353,0.2609,0.3651,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.","TheThe to to the, the of rest and in still in a minutes or a most of a a endlessageragger, of time time"
839,462,0.2604,0.5,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in","InIn Anneley ( ( ( (ette (ume ( born in Newgate, Connecticut, England, on of the children of theetteels, a English, themong, thebury, and, and his wife,,, Baoser, a was both in London"
