rank,sample_index,bleu1_score,string_similarity,target_text,predicted_text
665,1153,0.1154,0.2239,He was the founder and first president of the Naval War College between 1884 and 1886.,He was born in New York City to a Jewish family.
666,1237,0.1154,0.2239,He was the founder and first president of the Naval War College between 1884 and 1886.,He was born in New York City to a Jewish family.
667,1291,0.1154,0.2239,He was the founder and first president of the Naval War College between 1884 and 1886.,He was born in New York City to a Jewish family.
668,159,0.1137,0.2905,"While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.","He was a member of the United States House of Representatives, and served as chairman of both the Republican and Democratic Committees."
669,27,0.1128,0.2456,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
670,284,0.1128,0.2456,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
671,105,0.1128,0.2448,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
672,799,0.1119,0.2545,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.",He was elected to the United States House of Representatives in 1894 and served until his death in 1917.
673,174,0.1113,0.2921,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
674,214,0.1113,0.2921,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
675,241,0.1113,0.2921,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
676,278,0.1102,0.2957,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
677,956,0.1099,0.2775,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He was born in New York City to a Jewish family.
678,981,0.1099,0.2775,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He was born in New York City to a Jewish family.
679,1092,0.1099,0.2775,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He was born in New York City to a Jewish family.
680,1278,0.1099,0.2775,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,He was born in New York City to a Jewish family.
681,194,0.1098,0.2534,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
682,317,0.1092,0.2857,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,He was a member of the United States House of Representatives from New York City.
683,99,0.1088,0.2272,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
684,318,0.1088,0.2272,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
685,397,0.1088,0.2272,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
686,487,0.1076,0.2633,"In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
687,747,0.1076,0.2633,"In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
688,777,0.1076,0.2633,"In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
689,459,0.1055,0.2306,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
690,606,0.1055,0.2306,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
691,719,0.1055,0.2306,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
692,779,0.1055,0.2306,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
693,175,0.1036,0.2646,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
694,215,0.1036,0.2646,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
695,242,0.1036,0.2646,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
696,359,0.1036,0.2646,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
697,319,0.1023,0.2681,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
698,143,0.1011,0.3103,"Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.",He graduated from the University of Wisconsin-Madison with a degree in economics.
699,404,0.1011,0.3103,"Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.",He graduated from the University of Wisconsin-Madison with a degree in economics.
700,98,0.1011,0.2963,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,He graduated from the University of Wisconsin-Madison with a degree in economics.
701,136,0.1011,0.2963,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,He graduated from the University of Wisconsin-Madison with a degree in economics.
702,173,0.1011,0.2963,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,He graduated from the University of Wisconsin-Madison with a degree in economics.
703,65,0.1011,0.2723,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",He graduated from the University of Wisconsin-Madison with a degree in economics.
704,103,0.1011,0.2723,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",He graduated from the University of Wisconsin-Madison with a degree in economics.
705,24,0.1,0.3789,Wedding feels a bit anachronistic.,He graduated from Yale University with a degree in economics.
706,281,0.1,0.3789,Wedding feels a bit anachronistic.,He graduated from Yale University with a degree in economics.
707,440,0.1,0.3789,Wedding feels a bit anachronistic.,He graduated from Yale University with a degree in economics.
708,68,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
709,107,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
710,144,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
711,182,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
712,219,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
713,248,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
714,286,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
715,326,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
716,445,0.1,0.36,The picture doesn't know it's a comedy.,He graduated from Yale University with a degree in economics.
717,110,0.1,0.3333,The sort of movie that gives tastelessness a bad rap.,He graduated from Yale University with a degree in economics.
718,185,0.1,0.3333,The sort of movie that gives tastelessness a bad rap.,He graduated from Yale University with a degree in economics.
719,221,0.1,0.3333,The sort of movie that gives tastelessness a bad rap.,He graduated from Yale University with a degree in economics.
720,408,0.1,0.3333,The sort of movie that gives tastelessness a bad rap.,He graduated from Yale University with a degree in economics.
721,448,0.1,0.3333,The sort of movie that gives tastelessness a bad rap.,He graduated from Yale University with a degree in economics.
722,832,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
723,944,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
724,1022,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
725,1050,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
726,1078,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
727,1126,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
728,1238,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
729,1264,0.1,0.3051,"Her mother was a Lyman, another very old American family.",He graduated from Yale University with a degree in economics.
730,504,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
731,621,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
732,648,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
733,675,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
734,705,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
735,734,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
736,794,0.1,0.2708,"Ball died in Chevy Chase, Maryland.",He graduated from Yale University with a degree in economics.
737,132,0.1,0.2466,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",He graduated from the University of Wisconsin-Madison with a degree in economics.
738,313,0.1,0.2466,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",He graduated from the University of Wisconsin-Madison with a degree in economics.
739,187,0.1,0.2176,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.","He was a member of the United States House of Representatives from New York City, serving from 1894 to 1898."
740,628,0.1,0.1961,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.","He was a member of the United States House of Representatives from New York City, serving from 1894 to 1898."
741,21,0.0978,0.2077,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",He was a member of the Republican Party and served in the United States House of Representatives from 1894 to 1896.
742,137,0.0978,0.2077,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
743,437,0.0978,0.2077,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
744,543,0.0974,0.2734,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
745,1090,0.0962,0.2987,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",He was born in New York City to a Jewish family.
746,1110,0.0962,0.2987,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",He was born in New York City to a Jewish family.
747,23,0.0952,0.3776,But what's nice is that there's a casual intelligence that permeates the script.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
748,280,0.0952,0.3776,But what's nice is that there's a casual intelligence that permeates the script.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
749,439,0.0952,0.3776,But what's nice is that there's a casual intelligence that permeates the script.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
750,95,0.0952,0.3612,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
751,237,0.0952,0.3612,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
752,354,0.0952,0.3612,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
753,433,0.0952,0.3612,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
754,515,0.0952,0.3367,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
755,485,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
756,573,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
757,602,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
758,632,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
759,686,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
760,745,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
761,775,0.0952,0.335,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
762,14,0.0952,0.2902,"But the talented cast alone will keep you watching, as will the fight scenes.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
763,351,0.0952,0.2902,"But the talented cast alone will keep you watching, as will the fight scenes.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
764,444,0.0952,0.2679,"Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
765,511,0.0952,0.237,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
766,540,0.0952,0.2358,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
767,682,0.0952,0.2358,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
768,741,0.0952,0.2358,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
769,771,0.0952,0.2358,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
770,11,0.0952,0.226,It just doesn't have much else... especially in a moral sense.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
771,268,0.0952,0.226,It just doesn't have much else... especially in a moral sense.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
772,427,0.0952,0.2247,It just doesn't have much else... especially in a moral sense.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
773,42,0.0952,0.2193,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
774,119,0.0952,0.2193,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
775,195,0.0952,0.2193,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
776,259,0.0952,0.2193,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
777,299,0.0952,0.2193,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
778,418,0.0952,0.2193,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
779,191,0.0952,0.1802,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
780,375,0.0952,0.1802,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
781,363,0.0951,0.1927,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.","He was a member of the United States House of Representatives from New York City, serving from 1894 to 1898."
782,824,0.093,0.2439,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",He graduated from the University of Wisconsin-Madison with a degree in economics.
783,1070,0.093,0.2439,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",He graduated from the University of Wisconsin-Madison with a degree in economics.
784,1118,0.093,0.2439,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",He graduated from the University of Wisconsin-Madison with a degree in economics.
785,1257,0.093,0.2439,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",He graduated from the University of Wisconsin-Madison with a degree in economics.
786,1284,0.093,0.2439,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",He graduated from the University of Wisconsin-Madison with a degree in economics.
787,690,0.0919,0.2532,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.",He was a member of the Republican Party and served in the United States House of Representatives from 1876 to 1879.
788,853,0.0918,0.2841,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","He was born in New York City and raised in the Bronx, where he graduated from Stuyvesant High School."
789,1203,0.0918,0.2841,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.","He was born in New York City and raised in the Bronx, where he graduated from Stuyvesant High School."
790,405,0.0909,0.3448,The picture doesn't know it's a comedy.,He was born in New York City to a Jewish family.
791,866,0.0909,0.3269,Jack didn't start to learn English until the age of six.,He was born in New York City to a Jewish family.
792,1000,0.0909,0.3269,Jack didn't start to learn English until the age of six.,He was born in New York City to a Jewish family.
793,1084,0.0909,0.3269,Jack didn't start to learn English until the age of six.,He was born in New York City to a Jewish family.
794,1132,0.0909,0.3269,Jack didn't start to learn English until the age of six.,He was born in New York City to a Jewish family.
795,562,0.0909,0.3133,"Ball died in Chevy Chase, Maryland.",He was born in New York City to a Jewish family.
796,102,0.0909,0.2927,Wedding feels a bit anachronistic.,He was born in New York City to a Jewish family.
797,321,0.0909,0.2927,Wedding feels a bit anachronistic.,He was born in New York City to a Jewish family.
798,361,0.0909,0.2927,Wedding feels a bit anachronistic.,He was born in New York City to a Jewish family.
799,400,0.0909,0.2927,Wedding feels a bit anachronistic.,He was born in New York City to a Jewish family.
800,829,0.0905,0.3793,He was one of the founder members of the Lunar Society.,He graduated from Yale University with a degree in economics.
801,913,0.0905,0.3793,He was one of the founder members of the Lunar Society.,He graduated from Yale University with a degree in economics.
802,1047,0.0905,0.3793,He was one of the founder members of the Lunar Society.,He graduated from Yale University with a degree in economics.
803,1179,0.0905,0.3793,He was one of the founder members of the Lunar Society.,He graduated from Yale University with a degree in economics.
804,1207,0.0905,0.3793,He was one of the founder members of the Lunar Society.,He graduated from Yale University with a degree in economics.
805,1235,0.0905,0.3793,He was one of the founder members of the Lunar Society.,He graduated from Yale University with a degree in economics.
806,396,0.0899,0.3314,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,He graduated from Yale University with a degree in economics.
807,258,0.0871,0.2356,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.","He was elected to the United States House of Representatives in 1884, and served until his death in 1896."
808,847,0.086,0.2839,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","He was born in New York City and raised in the Bronx, where he graduated from Stuyvesant High School."
809,862,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
810,890,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
811,996,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
812,1024,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
813,1100,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
814,1128,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
815,1240,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
816,1266,0.0846,0.2058,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",He graduated from the University of Wisconsin-Madison with a degree in economics.
817,17,0.0833,0.3729,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days","He was a member of the United States House of Representatives from New York City, and served in the Senate from 1917 to 1919."
818,860,0.0833,0.3478,"Her mother was a Lyman, another very old American family.",He graduated from the University of Wisconsin-Madison with a degree in economics.
819,916,0.0833,0.3478,"Her mother was a Lyman, another very old American family.",He graduated from the University of Wisconsin-Madison with a degree in economics.
820,994,0.0833,0.3478,"Her mother was a Lyman, another very old American family.",He graduated from the University of Wisconsin-Madison with a degree in economics.
821,1182,0.0833,0.3478,"Her mother was a Lyman, another very old American family.",He graduated from the University of Wisconsin-Madison with a degree in economics.
822,1210,0.0833,0.3478,"Her mother was a Lyman, another very old American family.",He graduated from the University of Wisconsin-Madison with a degree in economics.
823,1292,0.0833,0.3478,"Her mother was a Lyman, another very old American family.",He graduated from the University of Wisconsin-Madison with a degree in economics.
824,64,0.0833,0.2957,Wedding feels a bit anachronistic.,He graduated from the University of Wisconsin-Madison with a degree in economics.
825,139,0.0833,0.2957,Wedding feels a bit anachronistic.,He graduated from the University of Wisconsin-Madison with a degree in economics.
826,177,0.0833,0.2957,Wedding feels a bit anachronistic.,He graduated from the University of Wisconsin-Madison with a degree in economics.
827,244,0.0833,0.2957,Wedding feels a bit anachronistic.,He graduated from the University of Wisconsin-Madison with a degree in economics.
828,29,0.0833,0.2833,The picture doesn't know it's a comedy.,He graduated from the University of Wisconsin-Madison with a degree in economics.
829,366,0.0833,0.2833,The picture doesn't know it's a comedy.,He graduated from the University of Wisconsin-Madison with a degree in economics.
830,469,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
831,499,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
832,528,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
833,557,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
834,586,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
835,643,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
836,700,0.0833,0.2532,"He was voted to five American Football League All-Star teams (1961, 1963-65).",He graduated from the University of Wisconsin-Madison with a degree in economics.
